,order_id,quantity,item_name,choice_description,item_price,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,choice_10,total_cost
4187,1692,1,carnitas salad bowl,Tomatillo Green Chili Salsa  Black Beans  Cheese  Guacamole,11.89,Tomatillo Green Chili Salsa, Black Beans, Cheese, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.89
4188,1692,1,canned soft drink,Diet Coke,1.25,Diet Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
4189,1693,1,steak salad bowl,Roasted Chili Corn Salsa  Fajita Vegetables  Rice  Black Beans  Cheese  Sour Cream  Lettuce,9.39,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,9.39
4190,1693,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
4191,1694,1,chicken bowl,Tomatillo Red Chili Salsa  Rice  Black Beans  Cheese  Sour Cream  Lettuce,8.75,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
4192,1694,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
4193,1694,1,bottled water,none,1.5,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.5
4194,1695,1,steak burrito,Tomatillo Red Chili Salsa  Rice  Fajita Vegetables  Cheese  Lettuce  Guacamole,11.75,Tomatillo Red Chili Salsa, Rice, Fajita Vegetables, Cheese, Lettuce, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,11.75
4195,1695,1,chicken soft tacos,Tomatillo Red Chili Salsa  Cheese,8.75,Tomatillo Red Chili Salsa, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
4196,1695,1,steak burrito,Tomatillo Red Chili Salsa  Rice  Black Beans  Cheese,9.25,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
4197,1696,1,carnitas burrito,Fresh Tomato Salsa  Rice  Pinto Beans  Cheese  Sour Cream,9.25,Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
4198,1696,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
4199,1696,1,canned soft drink,Coke,1.25,Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
4200,1696,1,chicken burrito,Tomatillo Red Chili Salsa  Fajita Vegetables  Rice  Black Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.25,Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,11.25
4201,1697,1,steak bowl,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream  Lettuce,9.25,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,9.25
4202,1697,1,chips and tomatillo green chili salsa,none,2.95,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.95
4203,1698,1,chicken bowl,Tomatillo Green Chili Salsa  Rice  Pinto Beans  Sour Cream  Lettuce,8.75,Tomatillo Green Chili Salsa, Rice, Pinto Beans, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
4204,1698,1,chicken burrito,Tomatillo Red Chili Salsa  Rice  Pinto Beans  Cheese,8.75,Tomatillo Red Chili Salsa, Rice, Pinto Beans, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
4205,1698,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
4206,1699,1,chicken burrito,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream  Lettuce,8.75,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
4207,1699,1,chicken bowl,Fresh Tomato Salsa  Fajita Vegetables  Rice  Cheese  Guacamole,11.25,Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.25
4208,1699,1,chicken bowl,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Guacamole  Lettuce,11.25,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,11.25
4209,1700,1,veggie salad bowl,Fresh Tomato Salsa  Fajita Vegetables  Rice  Guacamole,11.25,Fresh Tomato Salsa, Fajita Vegetables, Rice, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.25
4210,1700,1,steak burrito,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Guacamole  Lettuce,11.75,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,11.75
4211,1701,1,chicken burrito,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Guacamole  Lettuce,11.25,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,11.25
4212,1701,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
4213,1701,1,veggie bowl,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.25,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.25
4214,1702,1,steak bowl,Rice  Tomatillo-Red Chili Salsa  Hot,8.99,Rice, Tomatillo-Red Chili Salsa (Hot),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.99
4215,1702,1,steak burrito,Rice  Tomatillo-Red Chili Salsa  Hot,8.99,Rice, Tomatillo-Red Chili Salsa (Hot),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.99
4216,1703,1,chicken burrito,Fresh Tomato Salsa  Rice  Cheese  Sour Cream  Lettuce,8.75,Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
4217,1703,1,steak burrito,Fresh Tomato Salsa  Fajita Vegetables  Rice  Cheese  Sour Cream  Lettuce,9.25,Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,9.25
4218,1703,1,barbacoa soft tacos,Roasted Chili Corn Salsa  Fajita Vegetables  Black Beans  Cheese  Sour Cream  Lettuce,9.25,Roasted Chili Corn Salsa, Fajita Vegetables, Black Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,9.25
4219,1703,1,chicken burrito,Fresh Tomato Salsa  Fajita Vegetables  Rice  Black Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.25,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,11.25
4220,1704,1,chicken bowl,Fresh Tomato Salsa  Pinto Beans  Rice  Lettuce  Cheese,8.75,Fresh Tomato Salsa, Pinto Beans, Rice, Lettuce, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
4221,1704,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
4222,1705,1,chicken burrito,Roasted Chili Corn Salsa  Rice  Cheese  Sour Cream  Lettuce,8.75,Roasted Chili Corn Salsa, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
4223,1705,1,canned soft drink,Diet Coke,1.25,Diet Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
4224,1705,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
4225,1706,1,veggie burrito,Fresh Tomato Salsa  Fajita Vegetables  Rice  Black Beans  Pinto Beans  Cheese  Sour Cream  Guacamole,11.25,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole,Not Specified,Not Specified,11.25
4226,1706,1,canned soft drink,Coke,1.25,Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
4227,1707,1,chicken burrito,Fresh Tomato Salsa  Rice  Cheese  Sour Cream  Lettuce,8.75,Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
4228,1707,1,chicken burrito,Fresh Tomato Salsa  Rice  Cheese  Sour Cream,8.75,Fresh Tomato Salsa, Rice, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
4229,1708,1,veggie bowl,Tomatillo Red Chili Salsa  Rice  Black Beans  Sour Cream  Guacamole  Lettuce,11.25,Tomatillo Red Chili Salsa, Rice, Black Beans, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,11.25
4230,1708,1,chicken bowl,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream  Lettuce,8.75,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
4231,1709,1,canned soft drink,Diet Coke,1.25,Diet Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
4232,1709,1,canned soft drink,Sprite,1.25,Sprite,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
4233,1709,1,canned soft drink,Nestea,1.25,Nestea,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
4234,1709,1,steak soft tacos,Fresh Tomato Salsa  Cheese  Lettuce,9.25,Fresh Tomato Salsa, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
4235,1710,1,barbacoa burrito,Tomatillo Red Chili Salsa  Rice  Cheese  Guacamole,11.75,Tomatillo Red Chili Salsa, Rice, Cheese, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.75
4236,1710,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
4237,1711,1,chicken soft tacos,Fresh Tomato Salsa  Rice  Cheese  Sour Cream,8.75,Fresh Tomato Salsa, Rice, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
4238,1711,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
4239,1712,1,chicken bowl,Fresh Tomato Salsa  Fajita Vegetables  Rice  Black Beans  Sour Cream  Lettuce,8.75,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
4240,1712,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
4241,1713,1,chicken bowl,Roasted Chili Corn Salsa  Fajita Vegetables  Rice  Black Beans  Cheese  Guacamole,11.25,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,11.25
4242,1713,1,steak bowl,Tomatillo Green Chili Salsa  Fajita Vegetables  Rice  Black Beans  Cheese  Lettuce,9.25,Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,9.25
4243,1714,1,chicken burrito,Roasted Chili Corn Salsa  Rice  Pinto Beans  Cheese  Sour Cream,8.75,Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
4244,1714,1,steak soft tacos,Roasted Chili Corn Salsa  Fajita Vegetables  Cheese  Sour Cream  Lettuce,9.25,Roasted Chili Corn Salsa, Fajita Vegetables, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
4245,1714,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
4246,1715,1,steak burrito,Fresh Tomato Salsa  Rice  Pinto Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.75,Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.75
4247,1715,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
4248,1715,1,canned soft drink,Coke,1.25,Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
4249,1716,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
4250,1716,1,steak bowl,Roasted Chili Corn Salsa  Rice  Black Beans  Cheese  Guacamole  Lettuce,11.75,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,11.75
4251,1717,1,steak bowl,Fresh Tomato Salsa  Rice  Cheese  Lettuce,9.25,Fresh Tomato Salsa, Rice, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
4252,1717,1,chicken bowl,Fresh Tomato Salsa  Fajita Vegetables  Black Beans  Pinto Beans  Guacamole  Lettuce,11.25,Fresh Tomato Salsa, Fajita Vegetables, Black Beans, Pinto Beans, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,11.25
4253,1717,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
4254,1718,2,steak bowl,Fresh Tomato Salsa  Fajita Vegetables  Sour Cream  Cheese  Lettuce  Guacamole,23.5,Fresh Tomato Salsa, Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,47.0
4255,1718,1,steak bowl,Fresh Tomato Salsa  Rice  Fajita Vegetables  Cheese,9.25,Fresh Tomato Salsa, Rice, Fajita Vegetables, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
4256,1718,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
4257,1719,2,steak burrito,Tomatillo Red Chili Salsa  Rice  Black Beans  Cheese  Lettuce  Sour Cream,18.5,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Lettuce, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,37.0
4258,1719,1,chicken soft tacos,Tomatillo Red Chili Salsa  Rice  Black Beans  Cheese  Sour Cream  Lettuce,8.75,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
4259,1719,2,chips and tomatillo red chili salsa,none,5.9,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.8
4260,1720,1,steak salad bowl,Roasted Chili Corn Salsa  Fajita Vegetables  Rice  Black Beans  Guacamole,11.89,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.89
4261,1720,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
4262,1721,1,veggie bowl,Roasted Chili Corn Salsa  Fajita Vegetables  Rice  Black Beans  Cheese  Lettuce,8.75,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
4263,1721,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
4264,1722,1,steak burrito,Tomatillo Green Chili Salsa  Fajita Vegetables  Rice  Cheese  Sour Cream  Lettuce,9.25,Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,9.25
4265,1722,1,chips and fresh tomato salsa,none,2.95,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.95
4266,1723,1,veggie burrito,Roasted Chili Corn Salsa  Fajita Vegetables  Rice  Black Beans  Sour Cream  Guacamole  Lettuce,11.25,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.25
4267,1723,1,chips and tomatillo red chili salsa,none,2.95,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.95
4268,1724,1,chicken burrito,Tomatillo Green Chili Salsa  Rice  Black Beans  Cheese  Guacamole,11.25,Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.25
4269,1724,1,chicken crispy tacos,Tomatillo Red Chili Salsa  Black Beans  Cheese  Lettuce  Guacamole,11.25,Tomatillo Red Chili Salsa, Black Beans, Cheese, Lettuce, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.25
4270,1725,1,chicken bowl,Tomatillo Red Chili Salsa  Rice  Black Beans  Cheese  Guacamole,11.25,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.25
4271,1725,1,chips and fresh tomato salsa,none,2.95,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.95
4272,1726,1,steak burrito,Tomatillo Red Chili Salsa  Rice  Black Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.75,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.75
4273,1726,1,carnitas soft tacos,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream  Lettuce,9.25,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,9.25
4274,1727,1,steak burrito,Roasted Chili Corn Salsa  Fajita Vegetables  Rice  Black Beans  Cheese,9.25,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
4275,1727,1,chips and tomatillo green chili salsa,none,2.95,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.95
4276,1728,1,chicken bowl,Fresh Tomato Salsa  Guacamole  Lettuce,11.25,Fresh Tomato Salsa, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.25
4277,1728,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
4278,1729,1,steak burrito,Fresh Tomato Salsa  Rice  Pinto Beans  Cheese  Sour Cream,9.25,Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
4279,1729,2,chips and guacamole,none,8.9,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,17.8
4280,1730,1,chicken salad bowl,Tomatillo Red Chili Salsa  Rice  Cheese,8.75,Tomatillo Red Chili Salsa, Rice, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
4281,1730,1,chicken burrito,Tomatillo Red Chili Salsa  Rice  Black Beans  Cheese  Guacamole  Lettuce,11.25,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,11.25
4282,1731,1,chicken salad bowl,Fresh Tomato Salsa  Fajita Vegetables  Black Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.25,Fresh Tomato Salsa, Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.25
4283,1731,1,veggie bowl,Fresh Tomato Salsa  Fajita Vegetables  Rice  Cheese  Sour Cream  Guacamole  Lettuce,11.25,Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.25
4284,1732,1,chicken bowl,Tomatillo Red Chili Salsa  Fajita Vegetables  Rice  Black Beans  Cheese  Sour Cream,8.75,Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,8.75
4285,1732,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
4286,1732,1,canned soft drink,Coke,1.25,Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
4287,1733,1,chicken bowl,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Guacamole  Lettuce,11.25,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,11.25
4288,1733,1,canned soft drink,Sprite,1.25,Sprite,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
4289,1734,1,chicken bowl,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Lettuce,8.75,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
4290,1734,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
4291,1735,1,canned soft drink,Coke,1.25,Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
4292,1735,1,chicken bowl,Roasted Chili Corn Salsa  Rice  Pinto Beans  Sour Cream  Cheese  Guacamole,11.25,Roasted Chili Corn Salsa, Rice, Pinto Beans, Sour Cream, Cheese, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,11.25
4293,1735,1,chicken crispy tacos,Roasted Chili Corn Salsa  Fajita Vegetables  Sour Cream  Cheese  Lettuce  Guacamole,11.25,Roasted Chili Corn Salsa, Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,11.25
4294,1736,1,barbacoa burrito,Tomatillo Red Chili Salsa  Rice  Black Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.75,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.75
4295,1736,1,canned soft drink,Coke,1.25,Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
4296,1737,1,chicken salad bowl,Fresh Tomato Salsa  Rice  Guacamole,11.25,Fresh Tomato Salsa, Rice, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.25
4297,1737,1,chicken burrito,Roasted Chili Corn Salsa  Rice  Black Beans  Guacamole,11.25,Roasted Chili Corn Salsa, Rice, Black Beans, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.25
4298,1737,1,chicken bowl,Roasted Chili Corn Salsa  Rice  Black Beans  Guacamole,11.25,Roasted Chili Corn Salsa, Rice, Black Beans, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.25
4299,1738,1,chicken salad bowl,Tomatillo Red Chili Salsa  Rice  Fajita Vegetables  Black Beans  Cheese  Lettuce,8.75,Tomatillo Red Chili Salsa, Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
4300,1738,1,chicken burrito,Tomatillo Red Chili Salsa  Rice  Fajita Vegetables  Black Beans  Lettuce,8.75,Tomatillo Red Chili Salsa, Rice, Fajita Vegetables, Black Beans, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
4301,1738,2,steak soft tacos,Fresh Tomato Salsa  Cheese  Lettuce,18.5,Fresh Tomato Salsa, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,37.0
4302,1739,1,barbacoa burrito,Roasted Chili Corn Salsa  Fajita Vegetables  Rice  Sour Cream  Guacamole,11.75,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Sour Cream, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.75
4303,1739,1,canned soft drink,Coke,1.25,Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
4304,1740,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
4305,1740,1,barbacoa burrito,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream,9.25,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
4306,1741,1,6 pack soft drink,Coke,6.49,Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,6.49
4307,1741,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
